state,category,material,material_cost,labor_hours,state_labor_rate,labor_cost,complexity,quality,demand_level,demand_factor,total_cost,market_price,recommended_price
Rajasthan,Clay/Terracotta Toy,Terracotta,98.84,6.6,70.44,464.9,2,4,Medium,1.0,563.74,685.85,716.31
Gujarat,Textile Craft,Cotton,128.41,5.3,68.31,362.04,2,2,Very High,1.2,490.45,579.58,689.82
Gujarat,Clay/Terracotta Toy,Terracotta,152.52,4.9,79.72,390.63,1,1,Medium,1.0,543.15,603.84,624.62
Telangana,Textile Craft,Silk,367.53,5.8,73.93,428.79,5,5,High,1.1,796.32,1127.44,1222.02
Rajasthan,Metal Craft,Brass,454.15,6.9,63.59,438.77,2,5,High,1.1,892.92,1380.25,1472.44
West Bengal,Pottery,Terracotta,211.48,8.7,61.59,535.83,5,2,High,1.1,747.31,1159.32,1148.27
Rajasthan,Metal Craft,Iron,285.47,4.1,59.69,244.73,3,3,High,1.1,530.2,819.59,855.65
Karnataka,Bamboo Toy,Bamboo,62.49,4.6,83.57,384.42,3,2,Low,0.9,446.91,610.06,567.29
Karnataka,Bamboo Toy,Bamboo,53.28,4.8,61.51,295.25,3,3,Medium,1.0,348.53,439.8,438.0
Gujarat,Metal Craft,Iron,437.93,8.4,82.43,692.41,3,5,Low,0.9,1130.34,1783.37,1600.07
Kerala,Handmade Jewelry,Beads,239.41,5.7,70.29,400.65,3,3,Medium,1.0,640.06,851.8,913.85
Telangana,Wooden Toy,Bamboo,88.87,3.0,56.71,170.13,5,3,Very High,1.2,259.0,462.74,452.03
Kerala,Handmade Jewelry,Beads,101.36,9.3,80.0,744.0,2,4,Very High,1.2,845.36,1438.01,1541.81
Odisha,Wooden Toy,Bamboo,154.07,4.5,64.78,291.51,2,5,High,1.1,445.58,635.09,681.11
Rajasthan,Home Decor,Cotton,259.82,3.6,48.53,174.71,4,2,High,1.1,434.53,767.36,732.34
Karnataka,Textile Craft,Silk,217.01,9.7,83.07,805.78,1,3,Medium,1.0,1022.79,1550.39,1392.29
West Bengal,Clay/Terracotta Toy,Clay,149.14,7.6,67.76,514.98,5,4,Low,0.9,664.12,969.17,905.4
Gujarat,Handmade Jewelry,Brass,297.03,8.2,77.44,635.01,1,2,High,1.1,932.04,1465.19,1371.06
Tamil Nadu,Textile Craft,Silk,681.68,5.5,57.12,314.16,4,1,Medium,1.0,995.84,1193.26,1266.71
Odisha,Pottery,Terracotta,80.11,5.1,56.17,286.47,2,1,Medium,1.0,366.58,449.23,456.14
Uttar Pradesh,Wood Craft,Bamboo,83.73,6.4,73.76,472.06,2,4,High,1.1,555.79,732.34,827.77
Tamil Nadu,Home Decor,Clay,143.47,6.0,83.64,501.84,1,2,High,1.1,645.31,1025.51,1006.1
Rajasthan,Textile Craft,Silk,499.31,6.7,69.08,462.84,4,2,Very High,1.2,962.15,1326.17,1510.88
Gujarat,Handmade Jewelry,Silver,723.55,3.2,79.25,253.6,1,1,Low,0.9,977.15,1375.41,1233.52
Karnataka,Handmade Jewelry,Copper,781.8,2.8,62.9,176.12,1,1,Low,0.9,957.92,1464.1,1316.64
Tamil Nadu,Clay/Terracotta Toy,Terracotta,60.23,4.9,84.65,414.79,4,5,Very High,1.2,475.02,713.76,756.41
Uttar Pradesh,Bamboo Craft,Bamboo,113.57,3.7,69.01,255.34,2,3,Medium,1.0,368.91,571.81,536.51
Rajasthan,Bamboo Toy,Cane,84.04,7.4,67.1,496.54,1,1,High,1.1,580.58,853.18,812.63
Rajasthan,Bamboo Craft,Cane,171.47,11.8,63.14,745.05,5,2,Low,0.9,916.52,1068.27,1073.74
Andhra Pradesh,Pottery,Clay,149.77,5.3,65.3,346.09,5,3,Medium,1.0,495.86,756.08,705.06
Kerala,Pottery,Terracotta,66.05,7.6,64.66,491.42,3,5,Medium,1.0,557.47,809.6,778.8
Telangana,Bamboo Toy,Bamboo,68.98,7.9,55.08,435.13,1,5,Low,0.9,504.11,557.26,579.73
Andhra Pradesh,Home Decor,Bamboo,69.15,13.3,55.86,742.94,3,4,Medium,1.0,812.09,1307.58,1234.96
Andhra Pradesh,Wood Craft,Bamboo,235.7,7.9,54.98,434.34,5,4,Low,0.9,670.04,975.87,926.65
Telangana,Wooden Toy,Wood,248.5,6.0,72.65,435.9,4,1,Medium,1.0,684.4,757.02,831.14
Kerala,Wood Craft,Bamboo,209.01,3.8,73.6,279.68,3,1,Very High,1.2,488.69,670.8,750.36
Tamil Nadu,Wooden Toy,Wood,104.66,8.2,73.08,599.26,3,2,Low,0.9,703.92,1037.58,938.0
Uttar Pradesh,Pottery,Terracotta,168.03,2.9,47.2,136.88,4,5,Low,0.9,304.91,443.36,431.14
Odisha,Clay/Terracotta Toy,Clay,85.12,5.9,72.83,429.7,1,1,Low,0.9,514.82,695.26,637.88
Andhra Pradesh,Bamboo Craft,Bamboo,50.04,8.4,73.02,613.37,2,5,Very High,1.2,663.41,1036.72,1084.45
Gujarat,Wood Craft,Wood,172.04,10.9,63.71,694.44,3,4,High,1.1,866.48,1199.36,1325.82
Odisha,Bamboo Toy,Bamboo,154.44,2.8,72.93,204.2,3,5,Low,0.9,358.64,529.1,480.22
Telangana,Clay/Terracotta Toy,Terracotta,177.28,3.7,56.1,207.57,4,1,Very High,1.2,384.85,611.39,603.2
Kerala,Textile Craft,Silk,646.51,3.7,70.08,259.3,2,2,Very High,1.2,905.81,1404.22,1454.39
Telangana,Pottery,Clay,165.05,2.2,63.84,140.45,4,2,High,1.1,305.5,436.04,456.74
Telangana,Bamboo Toy,Cane,218.2,4.3,50.7,218.01,4,1,Very High,1.2,436.21,642.82,670.55
Rajasthan,Wooden Toy,Wood,187.11,7.2,57.64,415.01,1,2,High,1.1,602.12,749.87,777.32
Uttar Pradesh,Wooden Toy,Bamboo,159.62,10.0,71.73,717.3,1,5,Low,0.9,876.92,1240.15,1168.16
Karnataka,Bamboo Toy,Cane,103.15,8.0,70.48,563.84,1,5,High,1.1,666.99,755.53,888.68
Gujarat,Clay/Terracotta Toy,Clay,100.5,7.0,72.06,504.42,4,3,Medium,1.0,604.92,786.6,831.05
Uttar Pradesh,Wooden Toy,Wood,180.11,7.4,74.65,552.41,5,3,High,1.1,732.52,895.03,1026.24
Karnataka,Clay/Terracotta Toy,Terracotta,217.06,3.2,61.65,197.28,1,2,Low,0.9,414.34,610.71,520.39
Karnataka,Clay/Terracotta Toy,Terracotta,144.8,8.0,59.37,474.96,4,1,High,1.1,619.76,885.57,914.13
Tamil Nadu,Wooden Toy,Bamboo,204.45,7.6,69.46,527.9,2,4,Low,0.9,732.35,1070.12,918.66
Andhra Pradesh,Bamboo Craft,Cane,261.11,11.4,60.75,692.55,5,1,Low,0.9,953.66,1242.06,1189.2
Uttar Pradesh,Handmade Jewelry,Beads,137.54,5.2,56.65,294.58,2,1,High,1.1,432.12,681.25,633.18
Tamil Nadu,Wood Craft,Bamboo,86.99,7.5,82.81,621.08,2,4,Medium,1.0,708.07,994.25,965.51
Telangana,Bamboo Craft,Cane,214.03,11.8,65.75,775.85,2,3,Very High,1.2,989.88,1362.36,1475.63
Andhra Pradesh,Handmade Jewelry,Brass,323.58,6.8,77.79,528.97,4,2,Low,0.9,852.55,1422.12,1217.88
Telangana,Textile Craft,Wool,293.44,10.0,72.34,723.4,5,5,Low,0.9,1016.84,1618.96,1526.16
Odisha,Handmade Jewelry,Brass,756.84,9.0,57.02,513.18,2,3,High,1.1,1270.02,1993.75,2052.82
Karnataka,Wooden Toy,Bamboo,236.68,6.5,58.67,381.36,5,3,Low,0.9,618.04,1002.36,859.67
Andhra Pradesh,Wooden Toy,Bamboo,118.52,7.4,64.94,480.56,4,2,Very High,1.2,599.08,966.91,995.49
Odisha,Pottery,Clay,113.06,7.6,59.73,453.95,4,4,High,1.1,567.01,978.13,927.9
Telangana,Textile Craft,Cotton,278.71,4.1,78.49,321.81,5,4,Very High,1.2,600.52,1148.32,1152.54
Odisha,Bamboo Craft,Cane,103.55,11.1,58.79,652.57,2,1,Very High,1.2,756.12,924.46,1053.32
Odisha,Wood Craft,Wood,346.76,5.1,65.61,334.61,1,3,Medium,1.0,681.37,926.1,908.23
Rajasthan,Home Decor,Wood,225.61,13.6,58.0,788.8,3,3,Low,0.9,1014.41,1642.15,1501.74
Karnataka,Pottery,Terracotta,107.33,3.1,83.7,259.47,5,3,Very High,1.2,366.8,654.08,642.52
Karnataka,Metal Craft,Copper,624.44,13.5,68.4,923.4,4,3,Low,0.9,1547.84,2886.64,2438.13
Tamil Nadu,Pottery,Clay,163.46,2.4,61.72,148.13,3,4,Medium,1.0,311.59,492.0,448.52
Uttar Pradesh,Pottery,Terracotta,67.86,5.5,65.83,362.06,2,2,High,1.1,429.93,580.3,614.94
Karnataka,Home Decor,Bamboo,222.82,6.2,56.43,349.87,1,1,Very High,1.2,572.69,878.25,858.0
Rajasthan,Home Decor,Cotton,85.74,3.2,52.09,166.69,5,1,Very High,1.2,252.43,416.7,419.51
West Bengal,Home Decor,Wood,109.11,10.2,75.43,769.39,5,5,Very High,1.2,878.5,1584.82,1664.44
Andhra Pradesh,Textile Craft,Wool,364.91,10.1,60.48,610.85,4,3,Very High,1.2,975.76,1142.36,1421.65
West Bengal,Handmade Jewelry,Silver,832.25,5.7,58.9,335.73,4,1,High,1.1,1167.98,1629.79,1700.13
Gujarat,Wooden Toy,Bamboo,248.45,4.4,59.22,260.57,5,5,Medium,1.0,509.02,694.97,748.71
Tamil Nadu,Pottery,Terracotta,86.71,4.4,80.36,353.58,4,1,Very High,1.2,440.29,669.78,721.19
Karnataka,Home Decor,Clay,49.26,7.3,76.91,561.44,5,5,High,1.1,610.7,960.07,1015.24
Andhra Pradesh,Handmade Jewelry,Beads,264.31,10.4,73.6,765.44,5,3,Low,0.9,1029.75,1632.98,1560.51
Kerala,Pottery,Clay,75.2,4.9,75.87,371.76,4,1,Medium,1.0,446.96,672.64,635.23
Kerala,Textile Craft,Silk,302.36,4.0,69.93,279.72,4,5,Medium,1.0,582.08,981.51,940.88
Karnataka,Bamboo Toy,Cane,267.14,6.1,80.41,490.5,2,2,Very High,1.2,757.64,1091.76,1115.38
Telangana,Metal Craft,Copper,605.52,11.5,74.24,853.76,3,3,Medium,1.0,1459.28,1830.57,1894.07
Odisha,Bamboo Toy,Cane,260.53,3.0,69.15,207.45,5,2,Very High,1.2,467.98,709.05,751.12
Uttar Pradesh,Clay/Terracotta Toy,Terracotta,79.8,4.5,66.28,298.26,4,5,Very High,1.2,378.06,595.69,651.27
Rajasthan,Bamboo Toy,Cane,181.67,8.0,63.49,507.92,4,2,Low,0.9,689.59,1081.56,906.98
Kerala,Pottery,Terracotta,194.48,6.8,85.29,579.97,2,2,High,1.1,774.45,1093.76,1140.24
Telangana,Bamboo Craft,Cane,259.94,7.9,78.29,618.49,1,5,Very High,1.2,878.43,1255.92,1371.02
Telangana,Wood Craft,Wood,82.84,7.7,62.06,477.86,2,1,Medium,1.0,560.7,873.64,780.8
Odisha,Handmade Jewelry,Brass,387.01,8.3,63.81,529.62,2,4,Low,0.9,916.63,1506.88,1291.47
Tamil Nadu,Textile Craft,Silk,525.7,11.4,76.55,872.67,1,4,Low,0.9,1398.37,2237.66,1921.58
West Bengal,Metal Craft,Brass,257.35,6.9,51.52,355.49,1,3,High,1.1,612.84,793.25,901.03
Uttar Pradesh,Clay/Terracotta Toy,Clay,90.82,3.9,54.79,213.68,1,3,Low,0.9,304.5,387.36,369.86
Andhra Pradesh,Wood Craft,Wood,241.01,9.7,67.85,658.14,5,3,Medium,1.0,899.15,1408.52,1323.12
Kerala,Metal Craft,Brass,739.38,14.3,72.53,1037.18,2,1,Medium,1.0,1776.56,2541.21,2324.39
Kerala,Metal Craft,Brass,250.77,9.1,81.33,740.1,5,4,Very High,1.2,990.87,1572.99,1689.74
Andhra Pradesh,Textile Craft,Cotton,201.13,6.8,55.71,378.83,3,4,Medium,1.0,579.96,768.18,830.94
West Bengal,Wood Craft,Wood,165.83,6.0,57.55,345.3,3,5,Medium,1.0,511.13,881.53,788.9
Gujarat,Clay/Terracotta Toy,Clay,115.28,6.9,75.09,518.12,3,4,High,1.1,633.4,858.81,905.43
Gujarat,Metal Craft,Brass,462.09,7.3,82.86,604.88,1,3,Medium,1.0,1066.97,1759.74,1578.67
Gujarat,Metal Craft,Iron,333.62,4.3,71.64,308.05,3,5,Low,0.9,641.67,1127.04,973.77
Karnataka,Clay/Terracotta Toy,Clay,30.07,2.7,73.09,197.34,4,2,High,1.1,227.41,306.69,315.77
Telangana,Home Decor,Cotton,121.85,11.5,70.65,812.48,2,2,Very High,1.2,934.33,1284.65,1356.67
Karnataka,Metal Craft,Copper,571.46,6.8,56.39,383.45,3,5,High,1.1,954.91,1577.5,1573.32
Odisha,Wood Craft,Bamboo,230.84,7.5,45.41,340.57,5,5,High,1.1,571.41,897.77,911.98
Telangana,Bamboo Toy,Bamboo,236.75,2.6,60.37,156.96,3,2,Medium,1.0,393.71,526.63,519.03
Gujarat,Wood Craft,Wood,353.38,6.2,63.52,393.82,5,5,Low,0.9,747.2,1051.79,1042.13
West Bengal,Metal Craft,Copper,579.41,5.1,76.24,388.82,2,4,Medium,1.0,968.23,1264.89,1315.9
Gujarat,Pottery,Terracotta,90.63,3.4,81.66,277.64,2,5,Low,0.9,368.27,483.28,462.3
Andhra Pradesh,Home Decor,Clay,155.48,11.1,65.02,721.72,5,3,Medium,1.0,877.2,1215.83,1222.12
West Bengal,Wooden Toy,Wood,297.03,3.4,78.69,267.55,1,2,Medium,1.0,564.58,735.78,697.61
Telangana,Home Decor,Bamboo,248.07,4.4,59.27,260.79,5,4,Medium,1.0,508.86,883.22,821.57
Odisha,Bamboo Craft,Bamboo,205.11,3.8,51.26,194.79,3,5,Low,0.9,399.9,535.27,522.25
Andhra Pradesh,Wooden Toy,Wood,289.97,9.4,75.45,709.23,1,2,Very High,1.2,999.2,1598.14,1582.16
Rajasthan,Metal Craft,Copper,736.01,4.7,62.69,294.64,1,5,Medium,1.0,1030.65,1442.18,1482.94
Andhra Pradesh,Wood Craft,Bamboo,193.66,9.8,57.82,566.64,3,2,Low,0.9,760.3,960.63,981.36
Rajasthan,Bamboo Craft,Cane,135.88,5.8,45.37,263.15,4,5,Low,0.9,399.03,669.93,568.16
West Bengal,Wood Craft,Wood,212.46,9.2,61.12,562.3,2,2,Low,0.9,774.76,1215.79,1022.73
Andhra Pradesh,Bamboo Craft,Cane,230.45,4.1,62.46,256.09,2,3,Very High,1.2,486.54,693.04,744.34
Andhra Pradesh,Handmade Jewelry,Copper,788.52,10.9,59.55,649.1,2,1,High,1.1,1437.62,1803.83,2089.22
Odisha,Wooden Toy,Bamboo,114.67,3.2,49.73,159.14,1,5,Very High,1.2,273.81,412.31,418.46
Uttar Pradesh,Bamboo Craft,Bamboo,210.35,4.9,73.72,361.23,5,2,Low,0.9,571.58,932.09,793.35
Odisha,Clay/Terracotta Toy,Clay,119.03,4.2,71.87,301.85,4,4,High,1.1,420.88,624.16,640.7
West Bengal,Wooden Toy,Bamboo,120.93,7.7,51.29,394.93,3,1,Very High,1.2,515.86,638.53,705.76
Andhra Pradesh,Wood Craft,Bamboo,204.74,8.3,71.14,590.46,4,5,Very High,1.2,795.2,1053.36,1301.6
Kerala,Bamboo Toy,Cane,171.21,4.8,86.68,416.06,3,4,Low,0.9,587.27,706.47,693.86
Karnataka,Textile Craft,Wool,184.6,11.1,62.69,695.86,4,1,High,1.1,880.46,1240.56,1292.53
Odisha,Bamboo Craft,Bamboo,58.78,8.0,69.18,553.44,2,2,High,1.1,612.22,842.19,814.71
Tamil Nadu,Home Decor,Cotton,132.77,9.7,74.98,727.31,5,3,Very High,1.2,860.08,1203.99,1380.47
Gujarat,Bamboo Toy,Cane,207.41,2.8,84.92,237.78,1,1,Medium,1.0,445.19,566.56,552.02
Gujarat,Metal Craft,Copper,518.7,9.4,63.93,600.94,3,1,Very High,1.2,1119.64,1623.72,1813.6
Kerala,Metal Craft,Copper,554.98,11.1,64.01,710.51,2,3,High,1.1,1265.49,1914.65,1988.8
Rajasthan,Pottery,Terracotta,190.81,3.7,59.65,220.71,3,2,High,1.1,411.51,689.26,660.6
Rajasthan,Metal Craft,Brass,631.98,12.2,60.23,734.81,5,4,Medium,1.0,1366.79,2539.21,2353.05
Gujarat,Home Decor,Clay,174.97,4.9,62.29,305.22,4,2,High,1.1,480.19,738.23,774.98
Tamil Nadu,Bamboo Craft,Bamboo,164.0,4.1,80.88,331.61,4,4,High,1.1,495.61,764.72,761.47
Kerala,Bamboo Craft,Bamboo,173.38,8.0,85.42,683.36,3,1,Very High,1.2,856.74,996.19,1175.2
Karnataka,Metal Craft,Copper,385.15,7.8,69.27,540.31,5,1,High,1.1,925.46,1182.2,1350.62
Tamil Nadu,Clay/Terracotta Toy,Terracotta,140.3,2.6,69.85,181.61,2,4,Low,0.9,321.91,452.26,409.36
Andhra Pradesh,Textile Craft,Silk,612.01,7.5,58.66,439.95,5,2,Medium,1.0,1051.96,1745.58,1629.96
Telangana,Pottery,Terracotta,60.7,2.1,64.1,134.61,1,5,Very High,1.2,195.31,221.1,274.52
Kerala,Home Decor,Wood,372.45,8.6,67.73,582.48,1,5,High,1.1,954.93,1212.16,1419.82
Rajasthan,Metal Craft,Copper,646.05,11.2,62.24,697.09,5,2,Very High,1.2,1343.14,1680.31,2084.9
Uttar Pradesh,Clay/Terracotta Toy,Terracotta,199.18,4.3,47.55,204.46,2,2,Medium,1.0,403.64,565.97,515.13
Gujarat,Bamboo Toy,Bamboo,91.5,7.3,62.07,453.11,3,5,Low,0.9,544.61,887.01,762.81
Rajasthan,Metal Craft,Copper,299.53,11.9,58.84,700.2,4,2,Very High,1.2,999.73,1797.37,1809.53
West Bengal,Wood Craft,Wood,107.86,4.0,73.92,295.68,3,2,Very High,1.2,403.54,475.72,568.88
Uttar Pradesh,Home Decor,Cotton,112.61,12.7,46.67,592.71,4,1,Very High,1.2,705.32,1160.15,1191.86
Uttar Pradesh,Wood Craft,Bamboo,152.4,6.2,59.33,367.85,4,1,Very High,1.2,520.25,840.7,857.78
Tamil Nadu,Wooden Toy,Wood,145.96,3.1,75.73,234.76,5,5,Medium,1.0,380.72,698.55,634.03
Gujarat,Textile Craft,Cotton,191.93,3.1,82.01,254.23,2,3,High,1.1,446.16,730.41,682.93
Tamil Nadu,Textile Craft,Silk,200.63,11.4,62.31,710.33,1,3,Medium,1.0,910.96,1195.28,1186.99
Gujarat,Handmade Jewelry,Beads,316.72,9.9,66.52,658.55,1,5,High,1.1,975.27,1342.74,1401.83
Gujarat,Metal Craft,Iron,481.58,15.4,71.11,1095.09,1,2,High,1.1,1576.67,1771.47,1971.84
Karnataka,Bamboo Toy,Cane,116.98,4.3,65.78,282.85,2,2,Very High,1.2,399.83,583.07,580.68
West Bengal,Home Decor,Clay,105.71,8.1,72.86,590.17,4,4,Medium,1.0,695.88,1082.08,1095.27
Uttar Pradesh,Clay/Terracotta Toy,Terracotta,135.8,4.3,59.85,257.36,2,5,Very High,1.2,393.16,613.16,633.4
Rajasthan,Bamboo Craft,Bamboo,131.59,10.5,47.84,502.32,2,5,Very High,1.2,633.91,926.3,1039.72
Andhra Pradesh,Bamboo Craft,Bamboo,130.36,5.7,78.65,448.31,4,1,Very High,1.2,578.67,764.43,818.53
Odisha,Wooden Toy,Bamboo,111.49,5.1,50.4,257.04,5,2,High,1.1,368.53,551.79,575.06
Rajasthan,Home Decor,Bamboo,180.01,13.4,65.52,877.97,5,3,Medium,1.0,1057.98,1921.3,1737.75
West Bengal,Clay/Terracotta Toy,Clay,65.14,7.6,55.65,422.94,1,4,High,1.1,488.08,608.04,645.03
West Bengal,Bamboo Craft,Bamboo,158.17,3.3,51.45,169.78,1,2,Medium,1.0,327.95,526.65,470.27
Kerala,Textile Craft,Cotton,85.36,9.8,73.58,721.08,2,4,Very High,1.2,806.44,1104.8,1200.03
Rajasthan,Textile Craft,Silk,692.85,7.7,71.29,548.93,4,3,High,1.1,1241.78,2064.33,1933.96
Andhra Pradesh,Clay/Terracotta Toy,Clay,143.52,6.2,59.6,369.52,3,3,Low,0.9,513.04,757.18,658.6
Karnataka,Textile Craft,Wool,426.42,3.8,72.12,274.06,2,5,Medium,1.0,700.48,1180.5,1092.48
Karnataka,Clay/Terracotta Toy,Terracotta,200.44,5.4,61.15,330.21,1,1,High,1.1,530.65,788.17,772.45
Gujarat,Textile Craft,Silk,238.9,8.4,58.25,489.3,3,1,Medium,1.0,728.2,1006.97,969.23
Uttar Pradesh,Metal Craft,Copper,711.99,7.8,59.4,463.32,5,3,High,1.1,1175.31,1666.78,1763.64
Tamil Nadu,Handmade Jewelry,Copper,419.03,2.5,70.17,175.43,2,4,Very High,1.2,594.45,793.41,928.86
Tamil Nadu,Home Decor,Clay,155.15,10.3,79.1,814.73,5,5,Very High,1.2,969.88,1420.41,1597.8
West Bengal,Textile Craft,Cotton,211.53,3.3,75.23,248.26,1,4,High,1.1,459.79,514.06,596.64
Kerala,Bamboo Toy,Bamboo,122.67,2.5,68.4,171.0,2,4,High,1.1,293.67,505.98,471.4
Rajasthan,Bamboo Toy,Bamboo,87.36,6.7,61.01,408.77,3,2,High,1.1,496.13,552.28,645.6
West Bengal,Clay/Terracotta Toy,Clay,148.17,5.8,77.72,450.78,2,4,Low,0.9,598.95,896.03,794.69
Tamil Nadu,Textile Craft,Silk,454.86,4.2,68.34,287.03,3,5,High,1.1,741.89,896.47,1052.69
Uttar Pradesh,Home Decor,Wood,280.77,4.6,58.35,268.41,5,4,Very High,1.2,549.18,1068.21,1043.16
Rajasthan,Wood Craft,Bamboo,134.59,3.6,60.11,216.4,3,3,Very High,1.2,350.99,520.17,561.17
Rajasthan,Metal Craft,Iron,310.86,11.7,72.15,844.15,5,4,Medium,1.0,1155.01,2016.6,1873.28
Odisha,Bamboo Craft,Bamboo,180.98,10.5,71.56,751.38,5,4,High,1.1,932.36,1271.83,1349.64
Odisha,Home Decor,Clay,125.28,12.5,50.0,625.0,3,1,Very High,1.2,750.28,1139.72,1169.74
Tamil Nadu,Textile Craft,Silk,669.54,8.7,81.85,712.09,1,1,Very High,1.2,1381.63,1631.04,1890.74
Odisha,Handmade Jewelry,Brass,555.59,8.4,56.71,476.36,3,3,Low,0.9,1031.95,1302.61,1323.09
Kerala,Wooden Toy,Bamboo,71.63,5.1,68.72,350.47,3,2,Medium,1.0,422.1,473.05,522.95
Kerala,Handmade Jewelry,Copper,593.72,5.7,66.05,376.49,4,2,Medium,1.0,970.21,1392.1,1448.77
Gujarat,Bamboo Toy,Bamboo,231.5,4.1,71.38,292.66,1,4,High,1.1,524.16,560.62,653.18
Rajasthan,Wooden Toy,Wood,166.26,7.5,70.6,529.5,3,4,Low,0.9,695.76,842.31,859.9
Gujarat,Bamboo Toy,Bamboo,117.3,3.7,78.11,289.01,1,4,High,1.1,406.31,518.49,553.47
Telangana,Home Decor,Clay,48.17,12.0,55.03,660.36,1,2,Medium,1.0,708.53,743.88,822.12
Rajasthan,Bamboo Toy,Bamboo,55.62,6.1,48.92,298.41,1,2,High,1.1,354.03,495.28,478.4
Kerala,Bamboo Toy,Bamboo,76.12,4.6,85.57,393.62,3,2,Low,0.9,469.74,671.2,587.22
Karnataka,Wood Craft,Bamboo,74.28,5.8,55.37,321.15,2,1,High,1.1,395.43,640.87,616.25
West Bengal,Metal Craft,Brass,731.01,6.5,59.96,389.74,5,5,High,1.1,1120.75,1943.03,1943.86
Gujarat,Bamboo Craft,Cane,174.06,5.8,59.39,344.46,5,3,High,1.1,518.52,846.31,852.43
Odisha,Bamboo Toy,Cane,247.43,5.5,72.95,401.23,1,5,High,1.1,648.65,811.68,863.11
Kerala,Bamboo Toy,Cane,146.81,2.9,61.73,179.02,2,4,Very High,1.2,325.83,365.68,443.68
Andhra Pradesh,Textile Craft,Cotton,118.44,5.0,75.7,378.5,2,2,Medium,1.0,496.94,722.87,714.4
Odisha,Home Decor,Bamboo,65.85,4.9,70.82,347.02,5,4,Very High,1.2,412.87,626.24,681.96
Andhra Pradesh,Bamboo Craft,Cane,254.86,6.6,70.15,462.99,2,2,Low,0.9,717.85,975.58,891.91
Odisha,Wood Craft,Bamboo,176.65,12.1,57.37,694.18,3,5,Medium,1.0,870.83,1199.78,1249.36
Karnataka,Bamboo Toy,Bamboo,209.68,7.7,80.53,620.08,2,5,Very High,1.2,829.76,1280.08,1358.14
Rajasthan,Clay/Terracotta Toy,Clay,74.09,7.5,45.05,337.88,3,2,Very High,1.2,411.97,572.72,618.23
Tamil Nadu,Bamboo Toy,Bamboo,166.26,3.0,61.29,183.87,5,4,Very High,1.2,350.13,536.75,558.52
Tamil Nadu,Handmade Jewelry,Copper,423.08,10.7,69.73,746.11,2,2,Low,0.9,1169.19,1426.84,1404.16
Andhra Pradesh,Clay/Terracotta Toy,Clay,102.85,4.8,63.41,304.37,3,1,Low,0.9,407.22,521.08,503.05
Gujarat,Bamboo Craft,Cane,119.03,9.6,82.37,790.75,3,1,High,1.1,909.78,1092.53,1205.31
Gujarat,Clay/Terracotta Toy,Clay,146.0,3.5,74.9,262.15,3,4,Medium,1.0,408.15,602.91,599.12
Karnataka,Wooden Toy,Wood,357.27,2.3,76.04,174.89,1,1,Low,0.9,532.16,796.19,672.87
West Bengal,Textile Craft,Silk,225.14,11.7,79.61,931.44,1,5,High,1.1,1156.58,1798.65,1697.86
West Bengal,Handmade Jewelry,Beads,302.29,6.8,54.6,371.28,1,3,Medium,1.0,673.57,946.17,931.84
Andhra Pradesh,Metal Craft,Brass,539.32,5.1,76.96,392.5,3,3,Low,0.9,931.82,1294.14,1240.98
Andhra Pradesh,Clay/Terracotta Toy,Terracotta,79.73,3.3,71.55,236.11,3,1,Low,0.9,315.84,477.24,402.61
Uttar Pradesh,Pottery,Terracotta,213.7,4.1,66.38,272.16,2,1,Very High,1.2,485.86,717.08,713.54
Rajasthan,Textile Craft,Wool,278.12,10.3,49.6,510.88,5,4,Low,0.9,789.0,1016.7,1029.65
Andhra Pradesh,Home Decor,Bamboo,186.37,8.5,55.68,473.28,5,2,Very High,1.2,659.65,1069.72,1119.78
Gujarat,Metal Craft,Brass,621.75,10.9,62.12,677.11,3,1,Very High,1.2,1298.86,1829.52,1955.6
Telangana,Bamboo Craft,Cane,186.56,3.8,72.59,275.84,4,3,Very High,1.2,462.4,600.71,679.62
Andhra Pradesh,Metal Craft,Copper,394.83,15.8,72.47,1145.03,1,3,High,1.1,1539.86,2366.62,2326.95
West Bengal,Textile Craft,Wool,263.66,8.2,58.16,476.91,3,3,Very High,1.2,740.57,1215.69,1263.99
Andhra Pradesh,Pottery,Clay,98.62,3.8,62.36,236.97,4,5,Medium,1.0,335.59,581.07,517.04
Telangana,Handmade Jewelry,Copper,521.91,2.3,51.96,119.51,5,3,Low,0.9,641.42,927.87,907.7
Gujarat,Textile Craft,Cotton,163.43,6.3,69.43,437.41,2,1,Low,0.9,600.84,834.74,748.15
Tamil Nadu,Metal Craft,Brass,655.99,4.9,66.17,324.23,4,5,High,1.1,980.22,1567.1,1576.23
Rajasthan,Wooden Toy,Bamboo,244.75,4.8,67.22,322.66,2,1,Very High,1.2,567.41,742.47,816.32
Andhra Pradesh,Pottery,Terracotta,87.66,2.0,64.49,128.98,5,4,Medium,1.0,216.64,408.79,364.29
West Bengal,Bamboo Toy,Bamboo,209.18,3.3,66.96,220.97,1,3,Medium,1.0,430.15,493.46,520.16
Andhra Pradesh,Handmade Jewelry,Brass,530.18,6.4,78.96,505.34,3,2,Medium,1.0,1035.52,1432.88,1457.2
Uttar Pradesh,Wood Craft,Wood,392.56,5.9,56.75,334.83,4,4,Very High,1.2,727.38,952.6,1119.71
