state,region,craft_category,material,material_cost,labour_cost,labour_hours,product_size,complexity,current_market_price,demand_score,season_score,recommended_price
Andhra Pradesh,South,Jewelry,Terracotta,110.89,498.09,16.0,Medium,3,776.03,0.56,0.68,835.67
Assam,Northeast,Jewelry,Beads,84.68,218.15,4.6,Medium,2,366.13,0.8,0.94,413.46
Odisha,East,Bamboo Craft,Bamboo,188.02,33.6,1.0,Small,3,277.9,0.67,0.77,305.81
Punjab,North,Handloom Textile,Wool,372.24,103.71,2.9,Medium,4,777.55,0.89,0.81,829.05
Andhra Pradesh,South,Bamboo Craft,Bamboo,634.52,160.87,5.3,Medium,1,1085.98,1.0,0.5,1155.09
Kerala,South,Jewelry,Beads,253.08,431.7,10.9,Small,5,1153.9,0.77,0.43,1202.28
West Bengal,East,Stone Carving,Soapstone,198.28,251.09,7.1,Medium,3,583.3,0.93,0.58,636.97
West Bengal,East,Wooden Toy,Bamboo,162.19,544.06,9.2,Small,2,834.33,0.61,0.9,864.12
Karnataka,South,Handloom Textile,Silk,466.75,524.89,10.6,Medium,1,1383.95,0.92,0.61,1562.11
Maharashtra,West,Stone Carving,Soapstone,353.62,485.16,12.2,Medium,3,1228.31,0.99,0.77,1355.06
West Bengal,East,Metal Craft,Copper,268.16,49.15,1.6,Small,4,421.22,0.62,0.53,429.36
Tamil Nadu,South,Stone Carving,Marble,258.36,936.0,20.6,Large,5,1825.14,0.44,0.52,1771.65
Uttar Pradesh,North,Bamboo Craft,Cane,162.57,157.67,2.9,Medium,3,466.64,0.83,0.83,524.6
Uttar Pradesh,North,Painting,Paper,347.12,401.85,12.9,Medium,1,882.42,0.74,0.84,947.81
Gujarat,West,Metal Craft,Copper,353.04,985.21,19.4,Large,2,2058.75,0.91,0.54,2261.96
Assam,Northeast,Bamboo Craft,Cane,574.39,496.26,10.9,Medium,5,1613.65,0.7,0.82,1667.26
Odisha,East,Jewelry,Silver,68.7,518.63,11.3,Small,2,653.23,0.73,0.64,720.57
Rajasthan,West,Handloom Textile,Silk,498.45,278.23,7.1,Medium,3,1302.53,0.89,0.35,1359.78
Madhya Pradesh,Central,Metal Craft,Bronze,618.11,1364.31,27.1,Large,4,2427.52,0.59,0.78,2516.66
Telangana,South,Painting,Cloth,957.21,1095.38,22.2,Large,5,2897.14,0.55,0.33,2968.31
West Bengal,East,Painting,Cloth,316.71,381.04,6.9,Small,2,711.18,0.32,0.56,708.65
Assam,Northeast,Wooden Toy,Wood,180.8,1012.86,27.6,Large,2,1577.13,0.95,0.6,1749.57
Uttar Pradesh,North,Metal Craft,Bronze,901.9,131.12,2.5,Large,1,1180.45,0.93,0.4,1267.36
Andhra Pradesh,South,Bamboo Craft,Cane,376.79,320.77,7.0,Small,1,830.78,0.4,0.3,788.83
Tamil Nadu,South,Painting,Paper,271.85,402.48,11.1,Small,1,857.46,0.77,0.36,871.64
Punjab,North,Jewelry,Terracotta,307.58,188.78,4.3,Small,1,608.41,0.72,0.42,626.52
Telangana,South,Bamboo Craft,Bamboo,676.39,334.25,6.6,Large,4,1337.48,0.39,0.6,1395.31
Telangana,South,Handloom Textile,Cotton,340.11,1458.59,25.7,Large,3,2187.54,0.44,0.73,2236.59
Maharashtra,West,Bamboo Craft,Bamboo,719.19,965.07,19.8,Large,2,2039.16,0.5,0.56,2149.54
Karnataka,South,Wooden Toy,Bamboo,362.18,528.3,14.1,Medium,4,1172.74,0.53,0.53,1189.72
Maharashtra,West,Metal Craft,Bronze,529.85,792.51,17.4,Medium,2,1920.76,0.62,0.32,1872.12
Madhya Pradesh,Central,Bamboo Craft,Cane,913.59,615.95,15.3,Large,5,2295.98,0.95,0.32,2489.06
Gujarat,West,Metal Craft,Copper,202.82,451.07,9.1,Medium,5,1234.3,0.81,0.3,1255.9
Andhra Pradesh,South,Pottery,Terracotta,210.81,193.03,6.2,Medium,3,506.76,0.39,0.99,508.97
Gujarat,West,Metal Craft,Brass,139.92,795.61,14.3,Medium,1,1068.58,0.48,0.31,1024.23
Karnataka,South,Bamboo Craft,Cane,137.9,339.46,9.2,Medium,4,776.68,0.66,0.48,849.36
West Bengal,East,Wooden Toy,Bamboo,397.41,323.19,7.8,Medium,3,889.74,0.59,0.81,983.48
Karnataka,South,Jewelry,Beads,913.04,529.08,11.3,Large,2,1707.41,0.37,0.44,1653.89
Punjab,North,Wooden Toy,Bamboo,356.8,117.91,2.7,Small,4,674.41,0.72,0.78,759.0
West Bengal,East,Jewelry,Beads,248.91,185.7,5.8,Small,2,521.0,0.63,0.87,580.54
Madhya Pradesh,Central,Jewelry,Beads,222.9,69.94,2.3,Small,3,356.71,0.51,0.79,366.46
Tamil Nadu,South,Jewelry,Terracotta,223.48,236.97,5.6,Small,5,655.37,0.46,0.4,630.77
Punjab,North,Metal Craft,Copper,286.43,126.93,2.6,Large,5,569.7,0.52,0.98,598.12
Punjab,North,Metal Craft,Copper,175.24,60.69,1.1,Small,1,265.16,0.32,0.96,275.23
Kerala,South,Bamboo Craft,Cane,240.26,341.21,8.2,Small,4,818.33,0.75,0.33,854.47
Odisha,East,Painting,Cloth,581.68,855.01,25.8,Large,5,2157.5,0.88,0.45,2282.32
Maharashtra,West,Handloom Textile,Silk,190.05,121.79,2.7,Small,2,449.64,0.86,0.61,508.39
Karnataka,South,Wooden Toy,Wood,297.12,241.48,6.4,Small,3,767.02,0.92,0.7,828.06
Telangana,South,Bamboo Craft,Cane,794.63,215.15,3.6,Large,1,1109.52,0.39,0.86,1149.74
Andhra Pradesh,South,Pottery,Clay,358.23,253.69,5.5,Small,4,795.1,0.33,0.3,796.63
Andhra Pradesh,South,Stone Carving,Soapstone,147.91,152.38,3.6,Medium,4,433.56,0.75,0.8,450.83
Rajasthan,West,Painting,Paper,379.14,216.84,3.9,Small,3,875.31,0.9,0.84,1010.63
Tamil Nadu,South,Bamboo Craft,Bamboo,510.78,485.4,12.1,Medium,4,1424.44,0.48,0.39,1456.06
Tamil Nadu,South,Painting,Canvas,175.77,253.61,6.2,Small,3,578.23,0.75,0.93,627.97
Assam,Northeast,Jewelry,Silver,99.3,409.74,7.9,Small,2,668.43,0.95,0.5,697.11
Gujarat,West,Painting,Canvas,626.53,221.57,3.9,Large,1,1146.6,0.67,0.77,1185.06
Andhra Pradesh,South,Painting,Paper,63.51,422.09,10.7,Small,5,732.17,0.39,0.63,708.23
Uttar Pradesh,North,Handloom Textile,Silk,233.94,93.74,2.2,Medium,3,482.84,0.93,0.99,527.6
Rajasthan,West,Bamboo Craft,Bamboo,880.91,553.8,16.0,Large,5,2706.42,0.95,0.83,3107.74
West Bengal,East,Pottery,Terracotta,192.19,268.44,5.3,Medium,3,581.28,0.45,0.61,614.73
Andhra Pradesh,South,Stone Carving,Marble,500.74,1285.2,23.3,Large,2,2295.46,0.76,0.46,2388.36
Tamil Nadu,South,Handloom Textile,Wool,145.41,232.23,6.4,Medium,3,484.98,0.62,0.94,536.25
Karnataka,South,Bamboo Craft,Cane,697.32,282.62,4.9,Large,1,1257.83,0.7,0.55,1298.55
Gujarat,West,Handloom Textile,Cotton,292.73,77.26,1.4,Small,5,578.47,0.61,0.75,626.45
Punjab,North,Painting,Paper,768.68,723.12,14.9,Large,2,1836.44,0.62,0.93,2054.86
Rajasthan,West,Pottery,Clay,330.47,202.96,5.5,Small,4,777.95,0.58,0.88,833.68
Tamil Nadu,South,Stone Carving,Marble,332.13,241.4,4.9,Small,3,806.38,0.47,0.38,779.85
Uttar Pradesh,North,Bamboo Craft,Bamboo,144.98,420.1,10.4,Small,4,839.69,0.98,0.99,911.59
Andhra Pradesh,South,Stone Carving,Soapstone,474.84,313.71,9.5,Medium,2,1145.85,0.8,0.32,1162.77
Karnataka,South,Jewelry,Beads,226.94,411.66,7.0,Large,2,847.7,0.79,0.86,916.42
Telangana,South,Wooden Toy,Bamboo,316.97,702.98,15.1,Large,4,1698.19,0.74,0.48,1736.61
West Bengal,East,Metal Craft,Bronze,931.15,124.41,2.8,Large,4,1401.26,0.53,0.61,1445.39
Andhra Pradesh,South,Bamboo Craft,Cane,312.31,733.36,14.5,Medium,4,1698.69,0.88,0.47,1852.77
Telangana,South,Bamboo Craft,Bamboo,430.58,599.08,15.2,Large,2,1156.57,0.4,0.45,1185.88
Maharashtra,West,Metal Craft,Copper,675.01,1426.98,27.5,Large,3,3016.82,0.34,0.92,3100.46
Maharashtra,West,Wooden Toy,Bamboo,612.12,1296.33,28.2,Large,2,2641.56,0.93,0.36,2831.84
Karnataka,South,Stone Carving,Marble,407.46,954.37,16.0,Medium,1,1700.26,0.57,0.33,1756.57
Uttar Pradesh,North,Jewelry,Silver,286.78,810.17,15.5,Large,4,1584.28,0.84,0.65,1815.0
Punjab,North,Bamboo Craft,Cane,451.48,338.04,8.8,Medium,4,1101.48,0.81,0.47,1182.45
Uttar Pradesh,North,Stone Carving,Marble,151.5,264.95,7.9,Small,5,589.1,0.76,0.5,602.26
Uttar Pradesh,North,Pottery,Clay,376.77,388.59,10.5,Small,2,1089.52,0.84,0.73,1179.1
Assam,Northeast,Wooden Toy,Wood,288.51,71.21,1.7,Small,4,481.75,0.97,0.68,514.37
Andhra Pradesh,South,Pottery,Clay,710.96,799.63,19.4,Large,4,2367.61,0.97,0.32,2676.18
Uttar Pradesh,North,Painting,Paper,389.59,418.84,9.1,Large,5,1414.3,0.88,0.37,1564.37
Telangana,South,Wooden Toy,Bamboo,113.44,365.63,8.8,Small,5,814.79,0.58,0.85,834.04
Madhya Pradesh,Central,Pottery,Clay,197.22,260.12,6.3,Small,4,590.92,0.55,0.34,598.3
Assam,Northeast,Pottery,Terracotta,283.63,1292.44,23.9,Large,1,1669.19,0.64,0.51,1708.5
Rajasthan,West,Jewelry,Beads,318.25,677.25,21.7,Large,1,1085.61,0.37,0.3,1023.94
Assam,Northeast,Metal Craft,Bronze,398.53,144.81,4.2,Small,1,536.56,0.47,0.96,559.41
Assam,Northeast,Metal Craft,Brass,355.69,212.27,5.3,Small,5,707.67,0.45,0.56,737.14
Tamil Nadu,South,Pottery,Clay,363.25,562.79,17.6,Large,4,1411.12,0.43,0.59,1422.53
Andhra Pradesh,South,Handloom Textile,Wool,677.82,307.68,9.1,Large,2,1099.11,0.34,0.51,1061.93
Odisha,East,Bamboo Craft,Cane,759.04,130.86,2.8,Large,1,962.08,0.57,0.65,988.25
Punjab,North,Stone Carving,Soapstone,367.89,1223.82,21.8,Large,4,2294.09,0.43,0.37,2265.46
Tamil Nadu,South,Bamboo Craft,Bamboo,583.11,401.91,11.9,Large,4,1414.0,0.71,0.67,1507.51
West Bengal,East,Stone Carving,Marble,789.44,592.34,18.0,Large,5,2120.59,0.68,0.79,2315.73
Maharashtra,West,Stone Carving,Soapstone,248.23,1061.76,21.1,Large,3,1692.48,0.32,0.59,1731.02
Assam,Northeast,Stone Carving,Soapstone,301.55,1033.13,18.0,Large,4,1976.16,0.86,0.95,2095.65
Assam,Northeast,Stone Carving,Marble,643.1,742.08,13.3,Large,5,1842.97,0.48,0.99,2018.86
Andhra Pradesh,South,Jewelry,Terracotta,191.9,379.82,7.2,Large,3,660.83,0.32,0.87,690.01
Rajasthan,West,Painting,Cloth,284.45,630.92,12.4,Medium,1,1030.76,0.54,0.38,1062.71
Madhya Pradesh,Central,Wooden Toy,Bamboo,557.35,996.43,22.0,Large,1,1442.75,0.6,0.58,1483.95
West Bengal,East,Bamboo Craft,Cane,391.61,422.74,10.6,Small,3,1037.03,0.71,0.89,1072.16
Andhra Pradesh,South,Handloom Textile,Silk,76.08,389.95,6.6,Small,3,637.56,0.79,0.35,693.36
West Bengal,East,Bamboo Craft,Bamboo,344.5,384.8,7.8,Small,4,947.8,0.32,0.88,948.81
Rajasthan,West,Bamboo Craft,Bamboo,476.86,168.53,5.4,Medium,3,864.79,0.44,0.43,865.87
Odisha,East,Handloom Textile,Cotton,364.78,381.2,10.0,Medium,3,842.65,0.32,0.72,836.71
Tamil Nadu,South,Jewelry,Terracotta,353.43,512.74,9.2,Small,1,1084.76,0.65,0.39,1091.35
Madhya Pradesh,Central,Stone Carving,Soapstone,204.43,93.09,1.7,Small,4,379.16,0.39,0.93,393.87
Assam,Northeast,Pottery,Terracotta,310.53,421.92,7.8,Small,5,979.69,0.6,0.85,1097.37
Gujarat,West,Pottery,Clay,352.37,519.46,9.7,Medium,3,1276.72,0.88,0.69,1399.4
Assam,Northeast,Jewelry,Beads,388.83,505.31,9.3,Small,2,934.29,0.32,0.63,974.83
Madhya Pradesh,Central,Wooden Toy,Bamboo,67.25,483.1,10.4,Small,3,596.74,0.44,0.52,609.13
West Bengal,East,Wooden Toy,Bamboo,163.42,358.91,6.6,Large,5,693.23,0.39,0.46,697.88
Kerala,South,Stone Carving,Marble,317.26,316.81,5.9,Small,1,731.04,0.73,0.38,762.54
Uttar Pradesh,North,Jewelry,Beads,453.39,1043.29,22.0,Large,5,2106.08,0.57,0.42,2185.0
West Bengal,East,Pottery,Clay,317.13,375.79,10.7,Medium,3,862.71,0.76,0.9,947.3
Punjab,North,Jewelry,Silver,391.43,224.9,4.7,Small,3,697.55,0.36,0.72,747.4
Tamil Nadu,South,Painting,Paper,721.16,1186.06,23.2,Large,1,2500.07,0.71,0.61,2797.28
West Bengal,East,Jewelry,Beads,224.66,532.0,11.2,Small,4,976.03,0.68,0.62,982.06
West Bengal,East,Jewelry,Terracotta,134.53,273.23,6.6,Small,2,462.17,0.61,0.99,497.85
Maharashtra,West,Handloom Textile,Silk,154.77,127.83,2.4,Medium,5,446.35,0.7,0.83,487.4
Andhra Pradesh,South,Handloom Textile,Cotton,138.77,106.21,3.5,Small,3,295.38,0.39,0.52,313.8
Punjab,North,Jewelry,Beads,379.25,208.64,5.8,Large,5,969.5,0.71,0.34,1062.04
Tamil Nadu,South,Pottery,Terracotta,218.18,291.31,9.5,Medium,3,700.93,0.75,0.59,727.14
Rajasthan,West,Handloom Textile,Silk,446.25,314.97,8.9,Medium,5,1405.98,0.78,0.7,1463.05
Uttar Pradesh,North,Wooden Toy,Bamboo,324.98,280.98,8.4,Small,3,910.3,0.79,0.61,944.44
Odisha,East,Painting,Paper,274.99,305.26,5.2,Small,4,818.18,0.53,0.97,852.54
Karnataka,South,Handloom Textile,Cotton,794.98,1078.54,28.7,Large,3,2493.56,0.61,0.66,2494.44
Kerala,South,Pottery,Clay,304.91,424.42,9.8,Large,1,857.19,0.42,0.91,856.64
Andhra Pradesh,South,Bamboo Craft,Cane,277.53,481.23,8.2,Small,3,1038.95,0.3,0.47,1078.29
Madhya Pradesh,Central,Pottery,Terracotta,483.53,494.44,15.1,Medium,4,1181.89,0.66,0.46,1277.72
Karnataka,South,Stone Carving,Marble,233.43,860.73,14.8,Large,5,1792.77,0.43,0.98,1899.39
Andhra Pradesh,South,Handloom Textile,Wool,262.92,457.26,10.7,Large,3,1060.1,0.52,0.5,1049.32
West Bengal,East,Painting,Paper,736.0,114.93,2.4,Large,2,1018.64,0.94,0.5,1131.13
Madhya Pradesh,Central,Wooden Toy,Bamboo,718.59,815.34,20.6,Large,5,2158.68,0.48,0.97,2278.47
Karnataka,South,Metal Craft,Brass,346.17,256.39,6.0,Small,3,793.96,0.41,0.6,767.78
Andhra Pradesh,South,Metal Craft,Brass,328.7,776.18,15.4,Medium,1,1241.27,0.74,0.94,1372.86
Tamil Nadu,South,Jewelry,Terracotta,520.92,440.86,11.1,Medium,3,1247.63,0.4,0.92,1354.79
Assam,Northeast,Pottery,Clay,408.08,730.73,13.5,Medium,4,1509.18,0.76,0.58,1670.13
Andhra Pradesh,South,Jewelry,Terracotta,433.87,414.17,12.6,Large,1,1136.33,0.94,0.36,1216.27
Rajasthan,West,Painting,Paper,460.72,649.86,20.3,Large,1,1521.01,0.72,0.84,1595.8
Kerala,South,Handloom Textile,Wool,582.55,739.57,13.1,Medium,5,2268.8,0.64,0.68,2511.91
Madhya Pradesh,Central,Wooden Toy,Wood,206.86,167.18,4.0,Small,5,477.68,0.57,0.5,513.93
Telangana,South,Stone Carving,Soapstone,119.12,474.99,13.5,Medium,2,718.35,0.54,0.34,752.31
Karnataka,South,Stone Carving,Soapstone,575.61,241.49,5.5,Medium,3,1194.96,0.63,0.91,1291.49
Andhra Pradesh,South,Metal Craft,Brass,683.43,751.1,24.8,Large,3,2060.57,0.58,0.94,2222.84
Gujarat,West,Wooden Toy,Bamboo,235.38,218.95,4.8,Small,2,665.35,0.76,0.59,741.35
Rajasthan,West,Jewelry,Terracotta,104.14,253.44,6.0,Small,1,480.86,0.78,0.47,533.11
Madhya Pradesh,Central,Jewelry,Terracotta,471.23,1584.57,26.5,Large,5,2815.02,0.37,0.46,2958.79
Assam,Northeast,Handloom Textile,Silk,84.2,41.8,1.2,Small,5,188.7,1.0,0.43,214.49
Kerala,South,Jewelry,Beads,137.14,704.92,18.4,Large,3,1304.81,0.9,0.5,1444.18
Maharashtra,West,Bamboo Craft,Bamboo,306.05,139.52,3.3,Large,2,616.98,0.5,0.87,648.12
Odisha,East,Handloom Textile,Cotton,419.65,668.74,12.2,Medium,5,1478.46,0.6,0.49,1542.89
Kerala,South,Jewelry,Silver,497.28,458.28,14.0,Large,5,1493.8,0.8,0.45,1578.73
Kerala,South,Stone Carving,Marble,311.33,732.36,17.8,Large,5,1552.06,0.61,0.68,1579.79
Madhya Pradesh,Central,Pottery,Clay,573.04,389.74,9.2,Medium,2,988.78,0.32,0.65,1004.27
Madhya Pradesh,Central,Wooden Toy,Bamboo,475.94,176.56,4.7,Medium,4,826.14,0.87,0.96,926.45
Telangana,South,Painting,Paper,299.91,159.06,4.0,Large,3,602.56,0.4,0.8,599.15
Kerala,South,Handloom Textile,Cotton,53.23,349.33,9.9,Small,2,543.64,0.72,0.54,566.04
Karnataka,South,Metal Craft,Bronze,193.03,295.83,8.3,Large,5,733.79,0.6,0.76,738.49
Andhra Pradesh,South,Handloom Textile,Cotton,555.91,1083.5,18.4,Large,1,2039.82,0.71,0.63,2279.17
Rajasthan,West,Pottery,Terracotta,339.93,170.74,4.6,Small,5,850.61,0.48,0.65,879.99
Assam,Northeast,Painting,Paper,176.95,1164.85,21.5,Large,3,1522.83,0.5,0.76,1659.91
Kerala,South,Jewelry,Beads,553.33,548.05,10.8,Medium,2,1487.36,0.92,0.65,1684.68
Kerala,South,Handloom Textile,Cotton,127.02,296.65,5.3,Small,4,626.05,0.81,0.58,665.39
Punjab,North,Wooden Toy,Bamboo,239.1,245.81,4.7,Medium,2,561.6,0.48,0.62,609.4
Madhya Pradesh,Central,Handloom Textile,Cotton,186.88,62.12,1.9,Small,2,278.47,0.71,0.72,297.41
Maharashtra,West,Painting,Paper,110.2,483.02,10.7,Medium,4,804.47,0.4,0.37,769.35
Andhra Pradesh,South,Jewelry,Beads,263.4,120.14,3.2,Small,5,611.36,0.42,0.97,623.82
Madhya Pradesh,Central,Jewelry,Terracotta,263.44,237.21,5.3,Medium,4,585.12,0.31,0.77,620.71
Odisha,East,Wooden Toy,Wood,172.06,849.39,15.8,Medium,4,1204.18,0.39,0.58,1189.53
Assam,Northeast,Wooden Toy,Wood,341.13,724.05,17.1,Large,5,1720.93,0.96,0.39,1815.04
Gujarat,West,Wooden Toy,Bamboo,769.21,387.5,11.3,Large,1,1610.42,0.9,0.52,1765.02
Andhra Pradesh,South,Metal Craft,Copper,344.18,535.26,10.3,Medium,3,1219.19,0.36,0.77,1190.54
Punjab,North,Metal Craft,Copper,99.23,383.75,8.9,Small,4,676.25,0.58,0.4,667.97
Telangana,South,Wooden Toy,Wood,346.91,566.22,15.0,Medium,4,1411.65,0.64,0.99,1591.48
Tamil Nadu,South,Pottery,Clay,468.47,708.59,22.7,Large,5,1709.56,0.39,0.44,1778.75
Kerala,South,Jewelry,Beads,273.91,671.76,13.1,Medium,4,1460.03,0.71,0.55,1523.61
Karnataka,South,Bamboo Craft,Cane,190.45,967.12,28.6,Large,2,1332.92,0.35,0.91,1401.55
Maharashtra,West,Pottery,Terracotta,264.24,321.84,8.5,Medium,2,809.0,0.54,0.59,841.25
Madhya Pradesh,Central,Pottery,Clay,380.25,67.64,1.5,Small,4,533.98,0.71,0.94,589.05
Uttar Pradesh,North,Stone Carving,Marble,837.05,495.34,8.8,Large,4,1864.74,0.31,0.81,1935.04
Madhya Pradesh,Central,Bamboo Craft,Cane,488.78,207.37,3.6,Large,4,920.47,0.63,0.32,946.18
Karnataka,South,Bamboo Craft,Cane,224.45,258.67,8.1,Large,2,639.23,0.7,0.74,711.23
Kerala,South,Bamboo Craft,Bamboo,843.25,568.16,18.7,Large,1,1791.36,0.79,0.59,1960.69
Gujarat,West,Metal Craft,Copper,414.2,904.91,26.6,Large,4,2309.55,0.77,0.3,2322.96
Telangana,South,Bamboo Craft,Bamboo,83.21,193.67,4.7,Small,2,337.51,0.45,0.71,331.67
Karnataka,South,Metal Craft,Brass,259.01,805.99,15.9,Medium,4,1604.25,0.81,0.79,1685.1
Assam,Northeast,Painting,Paper,145.36,600.08,10.1,Small,5,948.39,0.65,0.31,960.17
Maharashtra,West,Handloom Textile,Cotton,606.01,256.52,4.4,Large,4,1389.81,0.56,0.94,1528.76
Maharashtra,West,Jewelry,Beads,262.35,388.21,7.9,Small,5,1215.95,0.74,0.69,1343.52
Odisha,East,Wooden Toy,Wood,772.63,926.32,25.4,Large,3,1986.9,0.36,0.64,2087.36
Odisha,East,Handloom Textile,Cotton,205.32,334.43,7.3,Small,2,617.19,0.33,0.73,604.75
Karnataka,South,Stone Carving,Marble,258.02,261.94,7.5,Small,1,571.2,0.39,0.99,580.89
Uttar Pradesh,North,Metal Craft,Copper,109.96,400.75,8.3,Small,1,648.5,0.75,0.36,673.81
Tamil Nadu,South,Jewelry,Silver,159.68,254.38,6.1,Small,3,596.37,0.9,0.95,697.5
Odisha,East,Bamboo Craft,Cane,776.48,1009.06,27.0,Large,5,2770.73,0.7,0.49,2767.69
Rajasthan,West,Wooden Toy,Wood,396.3,301.57,7.6,Medium,3,1073.76,0.75,0.9,1223.08
Rajasthan,West,Jewelry,Silver,228.17,465.62,10.7,Medium,5,1082.66,0.31,0.69,1105.28
Tamil Nadu,South,Metal Craft,Copper,307.7,233.62,7.3,Small,1,579.22,0.38,0.72,566.51
Madhya Pradesh,Central,Metal Craft,Copper,480.87,677.66,17.0,Large,4,1498.34,0.8,0.75,1681.78
West Bengal,East,Handloom Textile,Wool,277.04,372.82,8.0,Small,5,829.62,0.31,0.79,885.44
Karnataka,South,Pottery,Clay,538.07,447.03,11.9,Medium,5,1472.89,0.44,0.54,1468.06
Punjab,North,Metal Craft,Copper,552.54,403.45,6.8,Large,3,1273.71,0.38,0.95,1331.82
Telangana,South,Stone Carving,Marble,728.92,679.72,13.9,Large,5,2209.53,0.54,0.51,2279.72
Maharashtra,West,Painting,Cloth,252.84,172.24,4.2,Small,5,622.58,0.36,0.34,588.57
Andhra Pradesh,South,Metal Craft,Brass,86.32,308.55,9.9,Small,1,525.82,0.76,0.49,558.64
Karnataka,South,Painting,Paper,156.95,277.77,6.7,Small,2,628.95,0.7,0.38,652.39
Punjab,North,Jewelry,Beads,171.88,360.07,8.8,Small,3,785.71,0.88,0.62,823.22
Rajasthan,West,Handloom Textile,Cotton,830.74,792.46,21.8,Large,2,2252.55,0.4,0.52,2218.43
Madhya Pradesh,Central,Metal Craft,Copper,209.64,54.49,1.3,Small,3,322.41,0.7,0.97,365.28
Telangana,South,Stone Carving,Marble,241.49,55.23,1.4,Small,3,450.03,0.7,0.97,478.61
Rajasthan,West,Jewelry,Terracotta,304.89,444.1,7.7,Large,5,1308.74,0.9,0.84,1461.31
Karnataka,South,Bamboo Craft,Bamboo,340.03,275.42,6.1,Medium,3,841.68,0.32,0.39,854.51
Uttar Pradesh,North,Painting,Cloth,198.0,275.37,6.7,Small,2,646.03,0.82,0.85,730.44
Maharashtra,West,Bamboo Craft,Cane,291.78,498.28,11.3,Large,3,1084.54,0.53,0.83,1101.64
Maharashtra,West,Jewelry,Terracotta,189.66,433.96,11.8,Small,5,976.98,0.73,0.6,1042.88
Telangana,South,Stone Carving,Marble,295.76,370.68,6.6,Small,5,1103.05,0.5,0.36,1103.35
Uttar Pradesh,North,Stone Carving,Soapstone,251.74,385.38,9.7,Small,2,790.9,0.8,0.39,807.68
Telangana,South,Wooden Toy,Bamboo,534.29,283.37,5.5,Medium,5,1424.43,0.96,0.67,1575.39
Assam,Northeast,Bamboo Craft,Cane,164.06,298.12,6.2,Small,5,737.7,0.99,0.96,876.74
Tamil Nadu,South,Metal Craft,Bronze,342.0,750.45,13.2,Medium,1,1272.8,0.58,0.97,1384.78
Telangana,South,Jewelry,Silver,477.49,683.29,18.3,Medium,2,1514.11,0.82,0.66,1696.17
Rajasthan,West,Painting,Cloth,243.28,329.4,8.3,Small,5,936.17,0.64,0.73,965.46
Telangana,South,Bamboo Craft,Bamboo,618.52,551.39,10.6,Medium,1,1364.58,0.59,0.55,1409.38
Punjab,North,Handloom Textile,Cotton,384.74,503.04,11.2,Medium,5,1172.51,0.39,0.65,1148.18
Karnataka,South,Painting,Paper,376.43,383.34,7.7,Small,2,997.13,0.58,0.94,1101.66
Rajasthan,West,Painting,Paper,429.59,1512.8,27.7,Large,3,2911.99,0.9,0.42,3071.31
Punjab,North,Stone Carving,Marble,144.82,321.95,10.4,Small,5,613.01,0.35,0.49,596.05
Uttar Pradesh,North,Bamboo Craft,Bamboo,790.27,521.99,17.3,Large,1,1378.68,0.6,0.59,1471.98
Maharashtra,West,Jewelry,Terracotta,709.76,1109.68,21.4,Large,1,2204.95,0.3,0.97,2373.32
Karnataka,South,Metal Craft,Brass,133.14,1471.36,27.1,Large,5,2848.91,0.89,0.37,3209.79
Assam,Northeast,Pottery,Terracotta,459.99,677.08,11.6,Medium,1,1158.47,0.61,0.72,1285.32
Tamil Nadu,South,Metal Craft,Brass,183.91,789.49,15.6,Large,3,1549.83,0.85,0.71,1780.7
Uttar Pradesh,North,Handloom Textile,Silk,72.51,165.8,5.4,Small,2,308.58,0.53,0.68,334.28
Telangana,South,Metal Craft,Bronze,151.4,152.57,3.2,Medium,4,492.34,0.67,0.49,540.82
Uttar Pradesh,North,Pottery,Terracotta,190.91,448.4,10.8,Small,2,771.1,0.82,0.63,875.37
Telangana,South,Pottery,Clay,501.44,894.13,21.8,Large,5,2015.3,0.31,0.37,2026.43
West Bengal,East,Pottery,Clay,401.18,1059.95,20.8,Large,3,2074.21,0.79,0.64,2240.8
West Bengal,East,Stone Carving,Soapstone,207.59,125.53,3.2,Small,3,366.62,0.33,0.74,365.39
Odisha,East,Handloom Textile,Cotton,319.79,171.42,4.6,Small,3,542.03,0.42,0.84,561.05
Odisha,East,Stone Carving,Soapstone,227.43,421.39,8.6,Small,2,780.04,0.87,0.33,812.8
Karnataka,South,Painting,Paper,101.11,165.03,4.2,Small,1,315.74,0.67,0.76,346.77
Gujarat,West,Wooden Toy,Wood,268.25,309.78,6.7,Medium,4,811.66,0.32,0.36,838.47
Kerala,South,Painting,Paper,484.05,177.25,3.2,Medium,3,1025.65,0.81,0.73,1108.89
Rajasthan,West,Handloom Textile,Wool,306.06,738.8,15.9,Large,5,1908.97,0.68,0.7,2129.81
Tamil Nadu,South,Painting,Paper,356.5,571.37,9.8,Small,1,1033.26,0.37,0.49,1076.2
Assam,Northeast,Painting,Canvas,362.89,505.7,14.8,Medium,3,930.56,0.48,0.81,959.0
Uttar Pradesh,North,Painting,Cloth,142.7,246.0,4.8,Small,2,434.89,0.56,0.69,471.56
Kerala,South,Metal Craft,Copper,287.14,672.9,13.0,Medium,2,1209.32,0.45,0.92,1261.87
Madhya Pradesh,Central,Stone Carving,Soapstone,182.11,958.27,18.2,Medium,4,1464.65,0.45,0.54,1526.16
